公司名称,公司链接,上班地址,行政区,发布时间,学历,月薪,经验,招聘人数,城市,职业名,公司类型,公司总人数
新航道国际教育集团,http://company.zhaopin.com/CZ134022110.htm,石家庄市长安区建设北大街26号长安花苑底商二层 新航道英语学校,,2019-04-29 08:51:50,本科,4千-8千,不限,4,石家庄,课程顾问,教育/培训/院校,10000人以上
河北康惠医疗器械有限公司,http://company.zhaopin.com/CZ379636210.htm,石家庄市东开发区珠江大道88号长九中心A座501-503,,2019-04-29 10:12:53,不限,4千-6千,1-3年,2,石家庄,淘宝天猫运营主管,医疗设备/器械,100-499人
石家庄成凯电力设备有限公司,http://company.zhaopin.com/CZ505282520.htm,胜利北大街石纺路,,2019-04-29 13:53:42,不限,4千-6千,1-3年,1,石家庄,运营助理 美工,"电气/电力/水利,电气/电力/水利,加工制造（原料加工/模具）,仪器仪表及工业自动化",100-499人
石家庄宏瑞钟表有限公司,http://company.zhaopin.com/CZ412937710.htm,石家庄桥西区中华北大街27号鑫明商务1301室,,2019-04-29 13:50:01,不限,3千-5千,1-3年,1,石家庄,商品专员,"零售/批发,耐用消费品（服饰/纺织/皮革/家具/家电）,零售/批发,礼品/玩具/工艺美术/收藏品/奢侈品",100-499人
河北英创科技有限公司,http://company.zhaopin.com/CZ178738520.htm,河北省石家庄市长安区昆仑盛阳门A座22层,,2019-04-29 10:21:19,大专,2.5千-4千,1-3年,2,石家庄,客服专员,"IT服务(系统/数据/维护),通信/电信运营、增值服务,计算机软件,计算机硬件",100-499人
河北正腾网络科技有限公司,http://company.zhaopin.com/CC619043521.htm,新华区太和电子城3楼A75诚达网络,,2019-04-29 07:38:41,大专,2千-4千,1-3年,1,石家庄,商务专员,通信/电信/网络设备,20-99人
河北大管家实业集团有限公司,http://company.zhaopin.com/CZ272701380.htm,建设大街227号盛邦花园1区东区西北角裙楼二楼河北供销商贸（盛邦国际幼儿园对面）,裕华区,2019-04-29 13:37:05,大专,3千-5千,1-3年,1,石家庄,APP运营推广,"互联网/电子商务,IT服务(系统/数据/维护),基金/证券/期货/投资",100-499人
瑞庭网络技术(上海)有限公司石家庄分公司,http://company.zhaopin.com/CZ365861510.htm,石家庄长安区东大街开元金融中心（希尔顿酒店）18层,,2019-04-29 09:26:55,本科,8千-1万,3-5年,1,石家庄,区域运营经理,"互联网/电子商务,计算机软件",10000人以上
河北胜清软件科技有限公司,http://company.zhaopin.com/CZ342724730.htm,石家庄东开发区盛和广场,东开发区,2019-04-24 09:14:31,大专,4千-8千,不限,1,石家庄,大数据工程师,计算机软件,20-99人
北京资采信息技术有限公司,http://company.zhaopin.com/CC327037487.htm,长江大道与太行大街交口中国电信股份有限公司石家庄分公司,裕华区,2019-04-29 13:14:26,本科,8千-1万,3-5年,1,石家庄,数据库工程师【河北项目】,"IT服务(系统/数据/维护),通信/电信运营、增值服务,互联网/电子商务,广告/会展/公关",20-99人
河北龙海网络科技有限公司,http://company.zhaopin.com/CZ774676560.htm,长安区广安大街官鲤公寓1号楼5层,,2019-04-29 07:44:05,大专,6千-8千,3-5年,1,石家庄,策划主管,互联网/电子商务,20-99人
河北坤安药业有限公司,http://company.zhaopin.com/CZ438003030.htm,桥西区红旗大街88号翰林观天下22栋23层,,2019-04-29 10:28:11,本科,1万-2万,5-10年,10,石家庄,产品经理,"医药/生物工程,医疗/护理/美容/保健/卫生服务,学术/科研,医疗设备/器械",20-99人
石家庄三和彩钢结构有限公司,http://company.zhaopin.com/CC213969611.htm,红旗大街与槐安路交口紫金大厦14楼,桥西区,2019-04-29 13:25:20,不限,3千-6千,不限,2,石家庄,人力资源经理,"贸易/进出口,房地产/建筑/建材/工程",20-99人
石家庄市裕华区卓越天成教育培训学校,http://company.zhaopin.com/CZ479957630.htm,河北石家庄谈固西街槐安路交叉口东南角鑫科国际C座1203,裕华区,2019-04-29 13:23:42,大专,3千-6千,1-3年,3,石家庄,自媒体运营总监/专员,教育/培训/院校,100-499人
煜环环境科技有限公司,http://special.zhaopin.com/pagepublish/45239661/index.html,石家庄市红旗大街88号翰林观天下21号楼24层,桥西区,2019-04-29 11:04:28,本科,4千-6千,3-5年,2,石家庄,出纳,环保,20-99人
河北佰正文化传媒有限公司,http://company.zhaopin.com/CZ700564330.htm,建设南大街235号附近建设南大街石栾路交口北行100米路东，金如意商务，11楼西侧,,2019-04-29 07:17:23,本科,6千-8千,不限,1,石家庄,人力资源主管,教育/培训/院校,20-99人
今日头条河北核心代理商,http://special.zhaopin.com/pagepublish/34861093/index.html,百茗楼,桥西区,2019-04-29 09:19:47,本科,4千-6千,不限,1,石家庄,信息流运营顾问,"互联网/电子商务,IT服务(系统/数据/维护)",100-499人
石家庄以岭药业股份有限公司,http://special.zhaopin.com/sjz/11146/ylyy022678,高新技术开发区天山大街238号,,2019-04-29 09:28:25,本科,4千-6千,1-3年,1,石家庄,活动运营主管,"医药/生物工程,互联网/电子商务,快速消费品（食品/饮料/烟酒/日化）,医疗/护理/美容/保健/卫生服务",1000-9999人
河北雅海软件开发有限公司,http://company.zhaopin.com/CZ567910130.htm,长安区跃进路3号天元商务大厦8层,,2019-04-29 13:07:40,大专,4千-6千,1-3年,1,石家庄,网络竞价,通信/电信/网络设备,20-99人
河北优果网络科技有限公司,http://special.zhaopin.com/pagepublish/58220832/index.html,裕华东路108号方北高层3号楼,,2019-04-29 13:03:27,大专,2千-4千,1年以下,2,石家庄,会计及会计助理,"网络游戏,计算机软件,IT服务(系统/数据/维护),跨领域经营",20-99人
河北冀云气象技术服务有限责任公司,http://company.zhaopin.com/CC208259635.htm,裕华区槐中路253号,,2019-04-29 09:16:28,不限,4千-6千,不限,1,石家庄,运维,"通信/电信/网络设备,广告/会展/公关,计算机软件,媒体/出版/影视/文化传播",20-99人
河北卓铭软件科技有限公司,http://special.zhaopin.com/pagepublish/30224223/index.html,河北省石家庄市新华区中华北大街298号颐宏大厦A908    郝女士：0311-68073278、15373930767,,2019-04-29 11:14:10,大专,4千-6千,不限,1,石家庄,新媒体运营,"互联网/电子商务,IT服务(系统/数据/维护),教育/培训/院校,银行",20-99人
河北晨宇防水建材有限公司,http://company.zhaopin.com/CZ466393420.htm,石家庄市裕华区建华南街道212号 方兴大厦 1605,裕华区,2019-04-29 10:19:20,大专,4千-6千,1-3年,1,石家庄,外贸运营,"房地产/建筑/建材/工程,贸易/进出口,加工制造（原料加工/模具）",20-99人
河北正腾网络科技有限公司,http://company.zhaopin.com/CC619043521.htm,新华区中华大街联盟路口荣鼎天下B座0816,,2019-04-29 07:54:25,大专,2千-4千,1-3年,1,石家庄,销售助理,通信/电信/网络设备,20-99人
石家庄荣欧商贸有限公司,http://company.zhaopin.com/CZ448035780.htm,赵二街东150米石家庄新华区赵陵铺赵二街工业园区餐具批发库房,新华区,2019-04-29 10:34:53,不限,1万-1.5万,不限,2,石家庄,淘宝运营,,全部
今日头条河北核心代理商,http://special.zhaopin.com/pagepublish/34861093/index.html,桥西区友谊南大街156号百茗楼四层南区,,2019-04-29 09:20:14,不限,2千-4千,不限,1,石家庄,媒介（销售助理）,"互联网/电子商务,IT服务(系统/数据/维护)",100-499人
河北永鑫电子有限公司,http://company.zhaopin.com/CZ193715620.htm,石家庄市新华区华强广场,,2019-04-29 12:02:52,不限,3.5千-5千,不限,6,石家庄,电话销售,"电子技术/半导体/集成电路,互联网/电子商务,IT服务(系统/数据/维护),计算机硬件",20-99人
河北大管家实业集团有限公司,http://company.zhaopin.com/CZ272701380.htm,建设大街227号盛邦花园1区东区西北角裙楼二楼,,2019-04-29 09:46:26,大专,4千-6千,3-5年,1,石家庄,平台运营经理,"互联网/电子商务,IT服务(系统/数据/维护),基金/证券/期货/投资",100-499人
石家庄辰拓汽车用品有限公司,http://company.zhaopin.com/CC295791382.htm,石家庄平安南大街与槐北路交叉口，君合商务中心,,2019-04-29 09:30:13,不限,8千-1万,不限,1,石家庄,电商运营,互联网/电子商务,20-99人
石家庄高能电子科技有限公司,http://company.zhaopin.com/CZ634102530.htm,桥西区西二环与新石北路交叉口金石工业园创新大厦2层,,2019-04-24 11:25:29,大专,5千-7千,3-5年,1,石家庄,数据处理,"电子技术/半导体/集成电路,航空/航天研究与制造",20-99人
河北旭尊实业集团有限公司石家庄第一分公司,http://company.zhaopin.com/CC453479588.htm,新华路219号鹿城商务中心1号楼1309(中华北大街与新华路交叉口西行100米路北),,2019-04-29 09:47:23,不限,5千-1万,不限,20,石家庄,高薪诚聘业务经理,基金/证券/期货/投资,100-499人
河北亚博农业科技有限公司,http://company.zhaopin.com/CZ331264830.htm,石家庄桥西区新华路568号（西二环新华路口东行150米路南）,桥西区,2019-04-29 07:24:27,大专,6千-8千,3-5年,1,石家庄,渠道经理,"农/林/牧/渔,快速消费品（食品/饮料/烟酒/日化）",100-499人
上海摩研品牌设计有限公司,http://company.zhaopin.com/CZ457527130.htm,长安区广安大街,,2019-04-29 11:25:36,本科,3千-5千,1-3年,2,石家庄,编辑文案,"媒体/出版/影视/文化传播,快速消费品（食品/饮料/烟酒/日化）,印刷/包装/造纸",20-99人
河北嘉恒汇业信息咨询有限公司,http://company.zhaopin.com/CZ859060280.htm,裕华区鑫科国际广场C座1902,,2019-04-29 10:28:52,不限,1万-1.5万,不限,5,石家庄,诚聘高级交易员+六千起,"基金/证券/期货/投资,基金/证券/期货/投资",100-499人
北京尚博信科技有限公司,http://special.zhaopin.com/pagepublish/21919761/index.html,桥西区槐安东路6号河北石油分公司,,2019-04-29 09:17:24,大专,6千-1.2万,3-5年,1,石家庄,产品经理（石家庄）,"通信/电信运营、增值服务,计算机软件,IT服务(系统/数据/维护),互联网/电子商务",100-499人
松辰堂科技河北有限公司,http://company.zhaopin.com/CZ408644080.htm,石家庄长安区建设大街与中山路交叉口燕春饭店3楼,,2019-04-29 10:47:55,大专,4千-6千,1-3年,1,石家庄,sem,"家居/室内设计/装饰装潢,医疗/护理/美容/保健/卫生服务",100-499人
南京华久供应链服务有限公司,http://company.zhaopin.com/CZ664214030.htm,友谊北大街太保路19号,新华区,2019-04-29 08:56:00,中技,2千-4千,3-5年,1,石家庄,账务员,"汽车/摩托车,物流/仓储",500-999人
中山市联众文具有限公司,http://company.zhaopin.com/CZ609827530.htm,中山市小榄镇宝丰小榄工业大道南13号之二1栋一楼,,2019-04-29 08:26:33,中专,3千-5千,3-5年,2,石家庄,业务主管及业务经理,礼品/玩具/工艺美术/收藏品/奢侈品,500-999人
河北冀云气象技术服务有限责任公司,http://company.zhaopin.com/CC208259635.htm,裕华区槐中路253号,,2019-04-29 09:16:25,不限,4千-6千,不限,1,石家庄,运营主管/专员,"通信/电信/网络设备,广告/会展/公关,计算机软件,媒体/出版/影视/文化传播",20-99人
石家庄智佳信息咨询有限公司,http://company.zhaopin.com/CZ432188310.htm,中山西路700悦享天地,,2019-04-23 09:37:53,本科,4千-6千,3-5年,1,石家庄,分析助理,"互联网/电子商务,专业服务/咨询(财会/法律/人力资源等),基金/证券/期货/投资,贸易/进出口",20人以下
河北德翰文化传播有限公司,http://company.zhaopin.com/%E6%B2%B3%E5%8C%97%E5%BE%B7%E7%BF%B0%E6%96%87%E5%8C%96%E4%BC%A0%E6%92%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC428629010.htm,石家庄市裕翔街河北师范大学（新校区）院内国培大厦6楼,,2019-04-29 10:04:30,大专,5千-7千,3-5年,1,石家庄,销售督导,教育/培训/院校,100-499人
河北智同医药控股集团有限公司,http://company.zhaopin.com/CZ131318960.htm,翟营大街与槐安路交口金马国际B座6层,裕华区,2019-04-29 09:54:39,大专,1万-1.5万,1-3年,1,石家庄,河北销售/推广经理,医药/生物工程,100-499人
广东克洛迪信息科技有限公司,http://company.zhaopin.com/CZ508194830.htm,槐安东路6号河北石油分公司,桥西区,2019-04-29 09:54:06,本科,5千-1万,3-5年,1,石家庄,产品经理,IT服务(系统/数据/维护),100-499人
河北重达科技有限公司,http://special.zhaopin.com/pagepublish/38840128/index.html,河北省石家庄市桥西区休门街与民生路交口滨江优谷21层,,2019-04-25 16:37:12,不限,8千-1.2万,5-10年,2,石家庄,Java软件开发工程师（大数据方向）,"计算机软件,互联网/电子商务",20-99人
华润河北医药有限公司,http://company.zhaopin.com/CZ319301530.htm,东大街5号开元中心10c,长安区,2019-04-28 11:54:46,大专,3千-5千,1-3年,1,石家庄,运营分析专员,医疗/护理/美容/保健/卫生服务,1000-9999人
美团点评,http://special.zhaopin.com/2017/bj/bjsk032382,石家庄桥西区新石中路与城角街交叉口金石大厦B座二楼,,2019-04-23 11:34:15,本科,面议,1年以下,10,石家庄,预测排班师,"互联网/电子商务,快速消费品（食品/饮料/烟酒/日化）,零售/批发,计算机软件",10000人以上
河北赛盛邦合投资有限公司,http://company.zhaopin.com/CZ452028120.htm,石家庄保艺大厦4楼,,2019-04-29 09:18:25,大专,3.5千-4.5千,不限,1,石家庄,产品助理/产品内勤,零售/批发,1000-9999人
河北镁神科技股份有限公司,http://special.zhaopin.com/pagepublish/14599749/index.html,河北省邢台市广宗县创业大道西侧,,2019-04-29 09:13:52,本科,6千-8千,5-10年,1,石家庄,绩效薪酬经理,"石油/石化/化工,学术/科研",100-499人
汇丰行地产投资机构,http://special.zhaopin.com/2017/sjz/11270/sjzs081846/,勒泰中心写字楼B座24层,长安区,2019-04-29 08:35:16,本科,1万-2万,3-5年,1,石家庄,私募基金风控负责人,"房地产/建筑/建材/工程,中介服务",500-999人
河北智德检验检测股份有限公司,http://company.zhaopin.com/CC262352487.htm,石家庄市高新区天山大街585号日中天创新科技园底商B4,,2019-04-28 14:09:26,大专,3千-5千,不限,30,石家庄,数据中心文员,"检验/检测/认证,快速消费品（食品/饮料/烟酒/日化）",20-99人
河北圣雪大成制药有限责任公司,http://company.zhaopin.com/CZ213915110.htm,石家庄市栾城圣雪路50号,,2019-04-28 09:32:08,硕士,3千-6千,不限,1,石家庄,分析工程师,医药/生物工程,1000-9999人
河北谷腾科技有限公司,http://company.zhaopin.com/CZ640677380.htm,栾城区裕翔街未来科技城二层A02,,2019-04-29 08:49:28,大专,3千-6千,1-3年,1,石家庄,亚马逊测评员,互联网/电子商务,20-99人
蓝气球(北京)医学研究有限公司,http://company.zhaopin.com/CZ571487230.htm,办事处在建立当中,,2019-04-26 11:06:13,大专,4千-6千,不限,5,石家庄,临床数据管理员-石家庄,"医药/生物工程,医药/生物工程,医疗设备/器械",20-99人
石家庄华莱鼎盛科技有限公司,http://company.zhaopin.com/CZ558005820.htm,新华区格澜商务16楼,新华区,2019-04-29 07:47:35,本科,4千-6千,1-3年,1,石家庄,生产计划,石油/石化/化工,20-99人
石家庄百盛中兴商贸有限公司,http://company.zhaopin.com/CZ361824813.htm,外贸街15号,,2019-04-29 08:34:08,大专,4千-6千,1-3年,2,石家庄,邢台督导,耐用消费品（服饰/纺织/皮革/家具/家电）,100-499人
美利金融,http://company.zhaopin.com/CZ697730420.htm,石家庄市新华区西三庄街中亚商务,,2019-04-29 08:15:47,不限,8千-1万,不限,1,石家庄,二手车车贷专员（无责底薪3000+提成）,"基金/证券/期货/投资,信托/担保/拍卖/典当",1000-9999人
美利金融,http://company.zhaopin.com/CZ697730420.htm,石家庄市新华区西三庄街52号中亚商务B座2楼,,2019-04-29 08:27:28,不限,1万-1.5万,不限,5,石家庄,二手车金融顾问,"基金/证券/期货/投资,信托/担保/拍卖/典当",1000-9999人
上海易鑫融资租赁有限公司,http://company.zhaopin.com/CZ688310720.htm,赵县,赵县,2019-04-24 09:55:27,不限,4千-6千,不限,1,石家庄,金融顾问（石家庄-赵县）(J15877),"互联网/电子商务,租赁服务,互联网/电子商务,汽车/摩托车",1000-9999人
河北嘉恒汇业信息咨询有限公司,http://company.zhaopin.com/CZ859060280.htm,裕华区鑫科国际广场C座1902,,2019-04-24 15:40:08,不限,6千-8千,不限,5,石家庄,黄金外汇分析师,"基金/证券/期货/投资,基金/证券/期货/投资",100-499人
上海易鑫融资租赁有限公司,http://company.zhaopin.com/CZ688310720.htm,晋州,晋州市,2019-04-24 09:53:26,不限,4千-6千,不限,1,石家庄,金融顾问（石家庄-晋州）(J15878),"互联网/电子商务,租赁服务,互联网/电子商务,汽车/摩托车",1000-9999人
北京好车帅帅科技有限公司,http://company.zhaopin.com/CZ819976030.htm,石家庄市,,2019-04-28 13:42:19,不限,6千-8千,不限,1,石家庄,金融专员（石家庄）(J10907),"互联网/电子商务,汽车/摩托车",1000-9999人
上海蔚来汽车有限公司,http://company.zhaopin.com/CZ279171030.htm,石家庄,桥西区,2019-04-26 18:03:31,本科,6千-1万,3-5年,5,石家庄,蔚来顾问（Fellow）,"汽车/摩托车,互联网/电子商务",1000-9999人
北京好车帅帅科技有限公司,http://company.zhaopin.com/CZ819976030.htm,石家庄市,,2019-04-28 13:42:38,不限,6千-8千,不限,1,石家庄,金融专员（石家庄）(J10269),"互联网/电子商务,汽车/摩托车",1000-9999人
北京好车帅帅科技有限公司,http://company.zhaopin.com/CZ819976030.htm,石家庄,,2019-04-22 10:44:11,不限,1万-1.5万,不限,999,石家庄,电商经理（石家庄）(J10592),"互联网/电子商务,汽车/摩托车",1000-9999人
北京好车帅帅科技有限公司,http://company.zhaopin.com/CZ819976030.htm,河北省石家庄市新华区友谊大街与联盟路交口中远大厦1109室,,2019-04-23 17:20:21,不限,8千-1万,不限,999,石家庄,B端销售专员(J10101),"互联网/电子商务,汽车/摩托车",1000-9999人
石家庄铁路职业技工学校,http://company.zhaopin.com/CZ178551820.htm,河北省石家庄市石获南路68号,桥西区,2019-04-28 00:51:29,大专,2千-4千,1-3年,1,石家庄,百度竞价SEM推广专员,教育/培训/院校,100-499人
美克国际家居用品股份有限公司,http://special.zhaopin.com/2016/tj/mkjj022458,石家庄市长安区中山路与广安大街交口世贸酒店底商 美克美家,,2019-04-29 08:16:44,大专,6千-9千,1-3年,1,石家庄,市场营销专员[美克美家石家庄店],"耐用消费品（服饰/纺织/皮革/家具/家电）,房地产/建筑/建材/工程,零售/批发,家居/室内设计/装饰装潢",1000-9999人
朗新科技股份有限公司,http://company.zhaopin.com/CZ633142420.htm,富强大街11号,裕华区,2019-04-23 14:08:45,本科,5千-8千,3-5年,4,石家庄,实施运维工程师(J10533),"IT服务(系统/数据/维护),计算机软件",1000-9999人
壹米滴答供应链集团有限公司,http://special.zhaopin.com/2018/sh/shym073031/,石家庄栾城区窦妪镇沙河大道3号,,2019-04-26 15:49:04,本科,3千-5千,1-3年,1,石家庄,薪酬专员,交通/运输,1000-9999人
广东鸿联九五信息产业有限公司,http://company.zhaopin.com/P10/CC0006/3629/CC000636294.htm,自强路与南小街交口开滦大饭店三楼,桥西区,2019-04-28 10:12:07,大专,5千-7千,1-3年,10,石家庄,银行客服主管,"通信/电信运营、增值服务,IT服务(系统/数据/维护),通信/电信/网络设备",500-999人
百世物流科技(中国)有限公司,http://special.zhaopin.com/2016/hz/bswl051634,河北省石家庄市,,2019-04-22 19:01:28,本科,4千-6千,不限,1,石家庄,开发主管,"IT服务(系统/数据/维护),交通/运输,快速消费品（食品/饮料/烟酒/日化）,互联网/电子商务",1000-9999人
北京鸿联九五信息产业有限公司,http://company.zhaopin.com/CZ120835170.htm,自强路南小街开滦大饭店三楼,,2019-04-28 10:24:07,大专,6千-8千,1-3年,20,石家庄,银行客服主管,"通信/电信运营、增值服务,其他,通信/电信/网络设备",10000人以上
美克国际家居用品股份有限公司,http://special.zhaopin.com/2016/tj/mkjj022458,石家庄市长安区中山路与广安大街交口世贸酒店底商 美克美家,长安区,2019-04-29 08:16:43,大专,1万-1.5万,1-3年,1,石家庄,定制衣柜设计师[石家庄],"耐用消费品（服饰/纺织/皮革/家具/家电）,房地产/建筑/建材/工程,零售/批发,家居/室内设计/装饰装潢",1000-9999人
广东鸿联九五信息产业有限公司,http://company.zhaopin.com/P10/CC0006/3629/CC000636294.htm,自强路与南小街交口开滦大饭店三楼,桥西区,2019-04-28 10:12:07,大专,4千-6千,1-3年,20,石家庄,银行客服班长,"通信/电信运营、增值服务,IT服务(系统/数据/维护),通信/电信/网络设备",500-999人
内蒙古伊利实业集团股份有限公司,http://special.zhaopin.com/sh/2014/yl101058/jobs.htm,石家庄,,2019-04-24 13:11:26,大专,6千-8千,不限,1,石家庄,推广专员_石家庄,快速消费品（食品/饮料/烟酒/日化）,10000人以上
百度河北地区营销服务中心,http://special.zhaopin.com/sjz/2012/pg030971/index.htm,石家庄勒泰中心B座写字楼37、38、39层,,2019-04-28 10:20:49,大专,1.5万-2万,不限,1,石家庄,大客户经理KA（品牌客户+五险一金+高提成）,"互联网/电子商务,IT服务(系统/数据/维护)",1000-9999人
百度河北地区营销服务中心,http://special.zhaopin.com/sjz/2012/pg030971/index.htm,石家庄勒泰中心B座写字楼37、38、39层,,2019-04-25 08:49:51,大专,1.5万-2万,不限,1,石家庄,大客户经理（不限行业+五险一金+高提成）,"互联网/电子商务,IT服务(系统/数据/维护)",1000-9999人
百度河北地区营销服务中心,http://special.zhaopin.com/sjz/2012/pg030971/index.htm,石家庄市桥东区中山路39号勒泰中心（B座）写字楼36/37/38/39,,2019-04-28 17:59:11,本科,8千-1万,不限,5,石家庄,百度挽回顾问 双休 五险一金 月薪5000以上,"互联网/电子商务,IT服务(系统/数据/维护)",1000-9999人
绿城房地产建设管理集团有限公司,http://company.zhaopin.com/CZ542265420.htm,裕华区,,2019-04-20 21:13:44,本科,8千-1万,1-3年,2,石家庄,人力资源主管（本体主管）,房地产/建筑/建材/工程,1000-9999人
中国大地财产保险股份有限公司,http://company.zhaopin.com/CZ145756070.htm,广安大街36号楼银泰国际B座602室,桥西区,2019-04-23 20:24:18,本科,4千-6千,不限,1,石家庄,销售总监助理,"保险,互联网/电子商务,汽车/摩托车",500-999人
石家庄童程童美培训学校有限公司,http://company.zhaopin.com/CZ818838730.htm,中山公馆A座8层,桥西区,2019-04-29 09:20:40,大专,8千-1万,1-3年,1,石家庄,教务经理/总监 月薪10K 五险一金,教育/培训/院校,10000人以上
华为技术有限公司,http://company.zhaopin.com/CC000542945.htm,勒泰中心,长安区,2019-04-28 11:20:43,大专,面议,1-3年,10,石家庄,体验店销售代表,"通信/电信运营、增值服务,IT服务(系统/数据/维护),计算机硬件,计算机软件",10000人以上
百度河北地区营销服务中心,http://special.zhaopin.com/sjz/2012/pg030971/index.htm,石家庄勒泰中心B座写字楼37、38、39层,,2019-04-26 14:50:00,大专,1.5万-2万,不限,1,石家庄,大客户经理（政企旅游+五险一金+高提成）,"互联网/电子商务,IT服务(系统/数据/维护)",1000-9999人
金瓜子科技发展(北京)有限公司,http://special.zhaopin.com/2018/bf/jgzk111342/,丰收路,,2019-04-25 14:32:29,大专,8千-1万,3-5年,1,石家庄,车间主管********,互联网/电子商务,10000人以上
美团点评,http://special.zhaopin.com/2017/bj/bjsk032382,石家庄市长安区中山东路39号勒泰中心A座27层,,2019-04-29 09:50:09,大专,面议,1-3年,30,石家庄,美团B2B石家庄销售,"互联网/电子商务,快速消费品（食品/饮料/烟酒/日化）,零售/批发,计算机软件",10000人以上
石家庄凤歌网络科技有限公司,http://company.zhaopin.com/CZ265763730.htm,石家庄桥西区新源发商贸城9楼,,2019-04-28 00:50:11,大专,3千-5千,不限,5,石家庄,运营助理,"互联网/电子商务,教育/培训/院校",20-99人
北京鸿联九五信息产业有限公司,http://company.zhaopin.com/CZ120835170.htm,自强路南小街开滦大饭店三楼,,2019-04-28 10:24:12,大专,4千-6千,1-3年,20,石家庄,银行客服班长,"通信/电信运营、增值服务,其他,通信/电信/网络设备",10000人以上
Nestle China/雀巢(中国),http://special.zhaopin.com/bf/2014/qczg042185,石家庄,,2019-04-29 10:35:20,大专,6千-8千,1-3年,1,石家庄,销售代表-宠物食品-石家庄,"快速消费品（食品/饮料/烟酒/日化）,医药/生物工程",1000-9999人
融创房地产集团有限公司,http://special.zhaopin.com/2016/tj/11102/rcfd032465,万达,裕华区,2019-04-27 15:09:30,本科,4千-6千,1-3年,1,石家庄,销售助理,房地产/建筑/建材/工程,10000人以上
广东鸿联九五信息产业有限公司,http://company.zhaopin.com/P10/CC0006/3629/CC000636294.htm,自强路与南小街开滦大饭店三楼麦子兄弟服务中心,,2019-04-27 09:48:55,大专,4千-6千,1-3年,1,石家庄,招聘主管,"通信/电信运营、增值服务,IT服务(系统/数据/维护),通信/电信/网络设备",500-999人
拉扎斯网络科技(上海)有限公司,http://company.zhaopin.com/CZ439773710.htm,石家庄市,,2019-04-26 11:00:45,本科,1万-1.8万,5-10年,1,石家庄,新零售资深/高级销售经理 石家庄,互联网/电子商务,10000人以上
上海钧正网络科技有限公司,http://company.zhaopin.com/CZ452457030.htm,新华区,,2019-04-26 14:37:40,大专,1万-1.5万,不限,1,石家庄,策略运营-石家庄,互联网/电子商务,1000-9999人
石家庄童程童美培训学校有限公司,http://company.zhaopin.com/CZ818838730.htm,中山公馆A座8层,,2019-04-29 15:09:56,大专,8千-1万,3-5年,1,石家庄,教育集团 教务总监 五险一金,教育/培训/院校,10000人以上
深圳适才管理咨询有限公司,http://company.zhaopin.com/CZ518376830.htm,石家庄,,2019-04-29 09:12:26,大专,6千-1.2万,1-3年,2,石家庄,OTA运营,"互联网/电子商务,互联网/电子商务",100-499人
河北旭尊实业集团有限公司,http://company.zhaopin.com/CZ393703880.htm,长安区东大街5号开元金融中心（希尔顿酒店）,,2019-04-27 18:02:40,大专,4千-8千,1-3年,5,石家庄,高薪聘业务经理,汽车/摩托车,100-499人
石家庄达内软件科技有限公司,http://special.zhaopin.com/pagepublish/46864202/index.html,河北省石家庄市一环就近安排,,2019-04-28 10:15:52,本科,6千-8千,1-3年,5,石家庄,学管师/班主任（五险一金+带薪培训+奖金）,"计算机软件,IT服务(系统/数据/维护),计算机硬件,互联网/电子商务",1000-9999人
广发银行股份有限公司信用卡中心,http://company.zhaopin.com/CZ132189570.htm,河北省石家庄市长安区广安大街86号财富大厦四楼,,2019-04-28 01:49:50,本科,6千-8千,1-3年,1,石家庄,渠道征信主任（石家庄）,银行,10000人以上
北京普天太力通信科技公司,http://special.zhaopin.com/bj/2009/pt110912/index.htm,长安区东大街希尔顿17K,,2019-04-24 14:11:59,本科,1万-1.5万,3-5年,1,石家庄,华为融合及配件渠道管理,"通信/电信运营、增值服务,通信/电信/网络设备",1000-9999人
深圳市银达担保有限公司,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E5%B8%82%E9%93%B6%E8%BE%BE%E6%8B%85%E4%BF%9D%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC199141123.htm,河北省石家庄市中恒大厦1103,,2019-04-23 09:40:21,本科,8千-1万,3-5年,2,石家庄,大客户销售高底薪+五险一金 双休+提成+13薪,基金/证券/期货/投资,100-499人
石家庄市长安区佳鑫诺培训学校,http://company.zhaopin.com/CZ349646010.htm,石家庄市裕华区育才裕华路口金领大厦,裕华区,2019-04-29 10:40:31,大专,6千-8千,不限,8,石家庄,招生经理,教育/培训/院校,100-499人
石家庄达内童程科技有限公司,http://company.zhaopin.com/CZ603360530.htm,石家庄睿和中心,,2019-04-28 19:00:49,本科,6千-8千,不限,1,石家庄,教务辅导老师 班主任 上市集团 薪资6000+ ,教育/培训/院校,10000人以上
石家庄金科房地产开发有限公司,http://special.zhaopin.com/2017/sjz/11092/sjzj062882,石家庄东大街5号开元中心,长安区,2019-04-23 14:43:39,本科,1.5万-2万,5-10年,1,石家庄,市场研究经理,房地产/建筑/建材/工程,10000人以上
石家庄市长安区佳鑫诺培训学校,http://company.zhaopin.com/CZ349646010.htm,东岗路与翟营大街交口东行100米（河北城乡建设学校2号楼6层）,裕华区,2019-04-29 10:40:44,大专,5千-8千,3-5年,1,石家庄,学员服务部主任,教育/培训/院校,100-499人
